TIME,IUV
18/06/2024 06:00,0
18/06/2024 06:01,0
18/06/2024 06:02,0
18/06/2024 06:03,0
18/06/2024 06:04,0
18/06/2024 06:05,0
18/06/2024 06:06,0
18/06/2024 06:07,0
18/06/2024 06:08,0
18/06/2024 06:09,0
18/06/2024 06:10,0
18/06/2024 06:11,0
18/06/2024 06:12,0
18/06/2024 06:13,0
18/06/2024 06:14,0
18/06/2024 06:15,0
18/06/2024 06:16,0
18/06/2024 06:17,0
18/06/2024 06:18,0
18/06/2024 06:19,0
18/06/2024 06:20,0
18/06/2024 06:21,0
18/06/2024 06:22,0
18/06/2024 06:23,0
18/06/2024 06:24,0
18/06/2024 06:25,0
18/06/2024 06:26,0
18/06/2024 06:27,0
18/06/2024 06:28,0
18/06/2024 06:29,0
18/06/2024 06:30,0
18/06/2024 06:31,0
18/06/2024 06:32,0
18/06/2024 06:33,0
18/06/2024 06:34,0
18/06/2024 06:35,0
18/06/2024 06:36,0
18/06/2024 06:37,0
18/06/2024 06:38,0
18/06/2024 06:39,0
18/06/2024 06:40,0
18/06/2024 06:41,0
18/06/2024 06:42,0
18/06/2024 06:43,0
18/06/2024 06:44,0
18/06/2024 06:45,0
18/06/2024 06:46,0
18/06/2024 06:47,0
18/06/2024 06:48,0
18/06/2024 06:49,0
18/06/2024 06:50,0
18/06/2024 06:51,0
18/06/2024 06:52,0
18/06/2024 06:53,0
18/06/2024 06:54,0
18/06/2024 06:55,0
18/06/2024 06:56,0
18/06/2024 06:57,0
18/06/2024 06:58,0
18/06/2024 06:59,0
18/06/2024 07:00,0
18/06/2024 07:01,0
18/06/2024 07:02,0
18/06/2024 07:03,0
18/06/2024 07:04,0
18/06/2024 07:05,0
18/06/2024 07:06,0
18/06/2024 07:07,0
18/06/2024 07:08,0
18/06/2024 07:09,0
18/06/2024 07:10,0
18/06/2024 07:11,0
18/06/2024 07:12,0
18/06/2024 07:13,0
18/06/2024 07:14,0
18/06/2024 07:15,0
18/06/2024 07:16,0
18/06/2024 07:17,0
18/06/2024 07:18,0
18/06/2024 07:19,0
18/06/2024 07:20,0
18/06/2024 07:21,0
18/06/2024 07:22,0
18/06/2024 07:23,0
18/06/2024 07:24,0
18/06/2024 07:25,0
18/06/2024 07:26,0
18/06/2024 07:27,0
18/06/2024 07:28,0
18/06/2024 07:29,0
18/06/2024 07:30,0
18/06/2024 07:31,0
18/06/2024 07:32,0
18/06/2024 07:33,0
18/06/2024 07:34,0
18/06/2024 07:35,0
18/06/2024 07:36,0
18/06/2024 07:37,0
18/06/2024 07:38,0
18/06/2024 07:39,0
18/06/2024 07:40,0
18/06/2024 07:41,0
18/06/2024 07:42,0
18/06/2024 07:43,0
18/06/2024 07:44,0
18/06/2024 07:45,0
18/06/2024 07:46,0
18/06/2024 07:47,0
18/06/2024 07:48,0
18/06/2024 07:49,0
18/06/2024 07:50,0
18/06/2024 07:51,0
18/06/2024 07:52,0
18/06/2024 07:53,0
18/06/2024 07:54,0
18/06/2024 07:55,0
18/06/2024 07:56,0
18/06/2024 07:57,0
18/06/2024 07:58,0
18/06/2024 07:59,0
18/06/2024 08:00,0
18/06/2024 08:01,0
18/06/2024 08:02,0
18/06/2024 08:03,0
18/06/2024 08:04,0
18/06/2024 08:05,0
18/06/2024 08:06,0
18/06/2024 08:07,0
18/06/2024 08:08,0
18/06/2024 08:09,0
18/06/2024 08:10,0
18/06/2024 08:11,0
18/06/2024 08:12,0
18/06/2024 08:13,0
18/06/2024 08:14,0
18/06/2024 08:15,0
18/06/2024 08:16,0
18/06/2024 08:17,0
18/06/2024 08:18,0.01
18/06/2024 08:19,0.01
18/06/2024 08:20,0
18/06/2024 08:21,0.01
18/06/2024 08:22,0.01
18/06/2024 08:23,0.02
18/06/2024 08:24,0.02
18/06/2024 08:25,0.01
18/06/2024 08:26,0.03
18/06/2024 08:27,0.03
18/06/2024 08:28,0.04
18/06/2024 08:29,0.04
18/06/2024 08:30,0.05
18/06/2024 08:31,0.05
18/06/2024 08:32,0.06
18/06/2024 08:33,0.05
18/06/2024 08:34,0.03
18/06/2024 08:35,0.08
18/06/2024 08:36,0.11
18/06/2024 08:37,0.12
18/06/2024 08:38,0.13
18/06/2024 08:39,0.14
18/06/2024 08:40,0.16
18/06/2024 08:41,0.17
18/06/2024 08:42,0.19
18/06/2024 08:43,0.21
18/06/2024 08:44,0.22
18/06/2024 08:45,0.25
18/06/2024 08:46,0.25
18/06/2024 08:47,0.29
18/06/2024 08:48,0.31
18/06/2024 08:49,0.34
18/06/2024 08:50,0.37
18/06/2024 08:51,0.42
18/06/2024 08:52,0.45
18/06/2024 08:53,0.5
18/06/2024 08:54,0.51
18/06/2024 08:55,0.57
18/06/2024 08:56,0.6
18/06/2024 08:57,0.65
18/06/2024 08:58,0.66
18/06/2024 08:59,0.74
18/06/2024 09:00,0.66
18/06/2024 09:01,0.81
18/06/2024 09:02,0.35
18/06/2024 09:03,0.88
18/06/2024 09:04,0.89
18/06/2024 09:05,0.94
18/06/2024 09:06,0.49
18/06/2024 09:07,0.41
18/06/2024 09:08,0.78
18/06/2024 09:09,0.71
18/06/2024 09:10,1.08
18/06/2024 09:11,0.57
18/06/2024 09:12,0.44
18/06/2024 09:13,0.79
18/06/2024 09:14,1.21
18/06/2024 09:15,1.27
18/06/2024 09:16,1.3
18/06/2024 09:17,1.34
18/06/2024 09:18,1.39
18/06/2024 09:19,1.42
18/06/2024 09:20,1.41
18/06/2024 09:21,0.96
18/06/2024 09:22,1.56
18/06/2024 09:23,1.62
18/06/2024 09:24,1.52
18/06/2024 09:25,1.73
18/06/2024 09:26,1.74
18/06/2024 09:27,1.77
18/06/2024 09:28,1.84
18/06/2024 09:29,1.86
18/06/2024 09:30,1.93
18/06/2024 09:31,2
18/06/2024 09:32,2.01
18/06/2024 09:33,2.03
18/06/2024 09:34,1.84
18/06/2024 09:35,2.14
18/06/2024 09:36,2.19
18/06/2024 09:37,2.2
18/06/2024 09:38,2.25
18/06/2024 09:39,2.29
18/06/2024 09:40,2.32
18/06/2024 09:41,2.37
18/06/2024 09:42,2.43
18/06/2024 09:43,2.46
18/06/2024 09:44,2.54
18/06/2024 09:45,2.59
18/06/2024 09:46,2.65
18/06/2024 09:47,2.69
18/06/2024 09:48,2.72
18/06/2024 09:49,2.77
18/06/2024 09:50,2.8
18/06/2024 09:51,2.84
18/06/2024 09:52,2.92
18/06/2024 09:53,2.98
18/06/2024 09:54,3
18/06/2024 09:55,3.03
18/06/2024 09:56,3.06
18/06/2024 09:57,3.14
18/06/2024 09:58,3.18
18/06/2024 09:59,3.22
18/06/2024 10:00,3.29
18/06/2024 10:01,3.31
18/06/2024 10:02,3.38
18/06/2024 10:03,3.44
18/06/2024 10:04,3.46
18/06/2024 10:05,3.48
18/06/2024 10:06,3.53
18/06/2024 10:07,3.61
18/06/2024 10:08,3.66
18/06/2024 10:09,3.71
18/06/2024 10:10,3.73
18/06/2024 10:11,3.81
18/06/2024 10:12,3.87
18/06/2024 10:13,3.89
18/06/2024 10:14,3.93
18/06/2024 10:15,3.97
18/06/2024 10:16,4.02
18/06/2024 10:17,4.08
18/06/2024 10:18,4.13
18/06/2024 10:19,4.15
18/06/2024 10:20,4.22
18/06/2024 10:21,4.26
18/06/2024 10:22,4.33
18/06/2024 10:23,4.34
18/06/2024 10:24,4.38
18/06/2024 10:25,4.4
18/06/2024 10:26,4.45
18/06/2024 10:27,4.46
18/06/2024 10:28,4.54
18/06/2024 10:29,4.58
18/06/2024 10:30,4.63
18/06/2024 10:31,4.67
18/06/2024 10:32,4.69
18/06/2024 10:33,4.77
18/06/2024 10:34,4.78
18/06/2024 10:35,4.85
18/06/2024 10:36,4.9
18/06/2024 10:37,4.95
18/06/2024 10:38,4.97
18/06/2024 10:39,4.98
18/06/2024 10:40,5.05
18/06/2024 10:41,5.09
18/06/2024 10:42,5.15
18/06/2024 10:43,5.18
18/06/2024 10:44,5.23
18/06/2024 10:45,5.22
18/06/2024 10:46,5.23
18/06/2024 10:47,5.26
18/06/2024 10:48,5.29
18/06/2024 10:49,5.39
18/06/2024 10:50,5.41
18/06/2024 10:51,5.42
18/06/2024 10:52,5.45
18/06/2024 10:53,5.5
18/06/2024 10:54,5.52
18/06/2024 10:55,5.57
18/06/2024 10:56,5.61
18/06/2024 10:57,5.64
18/06/2024 10:58,5.67
18/06/2024 10:59,5.67
18/06/2024 11:00,5.7
18/06/2024 11:01,5.72
18/06/2024 11:02,5.76
18/06/2024 11:03,5.81
18/06/2024 11:04,5.87
18/06/2024 11:05,5.89
18/06/2024 11:06,5.92
18/06/2024 11:07,5.92
18/06/2024 11:08,5.94
18/06/2024 11:09,5.95
18/06/2024 11:10,5.98
18/06/2024 11:11,6.03
18/06/2024 11:12,6.01
18/06/2024 11:13,6.08
18/06/2024 11:14,6.12
18/06/2024 11:15,6.11
18/06/2024 11:16,6.14
18/06/2024 11:17,6.15
18/06/2024 11:18,6.15
18/06/2024 11:19,6.16
18/06/2024 11:20,6.21
18/06/2024 11:21,6.21
18/06/2024 11:22,6.28
18/06/2024 11:23,6.29
18/06/2024 11:24,6.36
18/06/2024 11:25,6.32
18/06/2024 11:26,6.38
18/06/2024 11:27,6.34
18/06/2024 11:28,6.39
18/06/2024 11:29,6.45
18/06/2024 11:30,6.49
18/06/2024 11:31,6.54
18/06/2024 11:32,6.56
18/06/2024 11:33,6.54
18/06/2024 11:34,6.55
18/06/2024 11:35,6.6
18/06/2024 11:36,6.61
18/06/2024 11:37,6.66
18/06/2024 11:38,6.7
18/06/2024 11:39,6.71
18/06/2024 11:40,6.75
18/06/2024 11:41,6.74
18/06/2024 11:42,6.77
18/06/2024 11:43,6.81
18/06/2024 11:44,6.85
18/06/2024 11:45,6.88
18/06/2024 11:46,6.88
18/06/2024 11:47,6.91
18/06/2024 11:48,6.95
18/06/2024 11:49,6.97
18/06/2024 11:50,7
18/06/2024 11:51,7.04
18/06/2024 11:52,7.04
18/06/2024 11:53,7.01
18/06/2024 11:54,7.06
18/06/2024 11:55,7.1
18/06/2024 11:56,7.1
18/06/2024 11:57,7.11
18/06/2024 11:58,7.17
18/06/2024 11:59,7.14
18/06/2024 12:00,7.16
18/06/2024 12:01,7.11
18/06/2024 12:02,7.15
18/06/2024 12:03,7.19
18/06/2024 12:04,7.17
18/06/2024 12:05,7.18
18/06/2024 12:06,7.17
18/06/2024 12:07,7.21
18/06/2024 12:08,7.19
18/06/2024 12:09,7.2
18/06/2024 12:10,7.23
18/06/2024 12:11,7.28
18/06/2024 12:12,7.32
18/06/2024 12:13,7.3
18/06/2024 12:14,7.35
18/06/2024 12:15,7.29
18/06/2024 12:16,7.21
18/06/2024 12:17,7.26
18/06/2024 12:18,7.29
18/06/2024 12:19,7.37
18/06/2024 12:20,7.35
18/06/2024 12:21,7.4
18/06/2024 12:22,7.43
18/06/2024 12:23,7.4
18/06/2024 12:24,7.42
18/06/2024 12:25,7.42
18/06/2024 12:26,7.51
18/06/2024 12:27,7.55
18/06/2024 12:28,7.47
18/06/2024 12:29,7.47
18/06/2024 12:30,7.44
18/06/2024 12:31,7.51
18/06/2024 12:32,7.51
18/06/2024 12:33,7.55
18/06/2024 12:34,7.55
18/06/2024 12:35,7.54
18/06/2024 12:36,7.63
18/06/2024 12:37,7.61
18/06/2024 12:38,7.59
18/06/2024 12:39,7.55
18/06/2024 12:40,7.54
18/06/2024 12:41,7.57
18/06/2024 12:42,7.58
18/06/2024 12:43,7.53
18/06/2024 12:44,7.51
18/06/2024 12:45,7.53
18/06/2024 12:46,7.57
18/06/2024 12:47,7.54
18/06/2024 12:48,7.47
18/06/2024 12:49,7.53
18/06/2024 12:50,7.55
18/06/2024 12:51,7.51
18/06/2024 12:52,7.47
18/06/2024 12:53,7.46
18/06/2024 12:54,7.48
18/06/2024 12:55,7.34
18/06/2024 12:56,7.38
18/06/2024 12:57,7.34
18/06/2024 12:58,7.32
18/06/2024 12:59,7.38
18/06/2024 13:00,5.7
18/06/2024 13:01,3.53
18/06/2024 13:02,7.4
18/06/2024 13:03,7.49
18/06/2024 13:04,7.4
18/06/2024 13:05,7.43
18/06/2024 13:06,7.43
18/06/2024 13:07,7.47
18/06/2024 13:08,7.46
18/06/2024 13:09,7.49
18/06/2024 13:10,5.6
18/06/2024 13:11,7.29
18/06/2024 13:12,7.29
18/06/2024 13:13,7.26
18/06/2024 13:14,7.23
18/06/2024 13:15,7.18
18/06/2024 13:16,7.16
18/06/2024 13:17,7.13
18/06/2024 13:18,7.09
18/06/2024 13:19,7.11
18/06/2024 13:20,7.11
18/06/2024 13:21,7.04
18/06/2024 13:22,7.06
18/06/2024 13:23,7.07
18/06/2024 13:24,7.02
18/06/2024 13:25,7.02
18/06/2024 13:26,6.97
18/06/2024 13:27,6.92
18/06/2024 13:28,6.82
18/06/2024 13:29,6.81
18/06/2024 13:30,6.78
18/06/2024 13:31,6.78
18/06/2024 13:32,6.78
18/06/2024 13:33,6.75
18/06/2024 13:34,6.71
18/06/2024 13:35,6.69
18/06/2024 13:36,6.64
18/06/2024 13:37,6.61
18/06/2024 13:38,6.57
18/06/2024 13:39,6.54
18/06/2024 13:40,6.53
18/06/2024 13:41,6.53
18/06/2024 13:42,6.5
18/06/2024 13:43,6.46
18/06/2024 13:44,6.45
18/06/2024 13:45,6.41
18/06/2024 13:46,6.37
18/06/2024 13:47,6.33
18/06/2024 13:48,6.3
18/06/2024 13:49,6.25
18/06/2024 13:50,6.21
18/06/2024 13:51,6.2
18/06/2024 13:52,6.18
18/06/2024 13:53,6.12
18/06/2024 13:54,6
18/06/2024 13:55,5.99
18/06/2024 13:56,5.98
18/06/2024 13:57,5.89
18/06/2024 13:58,5.86
18/06/2024 13:59,5.83
18/06/2024 14:00,5.77
18/06/2024 14:01,5.77
18/06/2024 14:02,5.73
18/06/2024 14:03,5.65
18/06/2024 14:04,5.61
18/06/2024 14:05,5.59
18/06/2024 14:06,5.53
18/06/2024 14:07,5.54
18/06/2024 14:08,5.5
18/06/2024 14:09,5.43
18/06/2024 14:10,5.4
18/06/2024 14:11,5.35
18/06/2024 14:12,5.32
18/06/2024 14:13,5.32
18/06/2024 14:14,5.31
18/06/2024 14:15,5.27
18/06/2024 14:16,5.22
18/06/2024 14:17,5.21
18/06/2024 14:18,5.17
18/06/2024 14:19,5.13
18/06/2024 14:20,5.1
18/06/2024 14:21,5.05
18/06/2024 14:22,5.04
18/06/2024 14:23,5.02
18/06/2024 14:24,5.02
18/06/2024 14:25,4.94
18/06/2024 14:26,4.87
18/06/2024 14:27,4.88
18/06/2024 14:28,4.82
18/06/2024 14:33,4.62
18/06/2024 14:33,4.62
18/06/2024 14:34,4.57
18/06/2024 14:35,4.53
18/06/2024 14:36,4.45
18/06/2024 14:37,4.43
18/06/2024 14:38,4.4
18/06/2024 14:39,4.34
18/06/2024 14:40,4.21
18/06/2024 14:41,4.18
18/06/2024 14:42,4.16
18/06/2024 14:43,4.09
18/06/2024 14:44,4.07
18/06/2024 14:45,4.03
18/06/2024 14:46,3.98
18/06/2024 14:47,3.95
18/06/2024 14:48,3.88
18/06/2024 14:49,3.82
18/06/2024 14:50,3.8
18/06/2024 14:51,3.76
18/06/2024 14:52,3.73
18/06/2024 14:53,3.66
18/06/2024 14:54,3.57
18/06/2024 14:55,3.52
18/06/2024 14:56,2.77
18/06/2024 14:57,3.37
18/06/2024 14:58,3.36
18/06/2024 14:59,3.34
18/06/2024 15:00,3.3
18/06/2024 15:01,3.29
18/06/2024 15:02,3.21
18/06/2024 15:03,3.17
18/06/2024 15:04,3.14
18/06/2024 15:05,3.12
18/06/2024 15:06,3.08
18/06/2024 15:07,3.02
18/06/2024 15:08,2.99
18/06/2024 15:09,2.91
18/06/2024 15:10,2.91
18/06/2024 15:11,2.89
18/06/2024 15:12,2.84
18/06/2024 15:13,2.81
18/06/2024 15:14,2.74
18/06/2024 15:15,2.74
18/06/2024 15:16,2.65
18/06/2024 15:17,2.62
18/06/2024 15:18,2.63
18/06/2024 15:19,2.6
18/06/2024 15:20,2.59
18/06/2024 15:21,2.53
18/06/2024 15:22,2.47
18/06/2024 15:23,2.44
18/06/2024 15:24,2.38
18/06/2024 15:25,2.32
18/06/2024 15:26,2.27
18/06/2024 15:27,2.23
18/06/2024 15:28,2.18
18/06/2024 15:29,2.14
18/06/2024 15:30,2.09
18/06/2024 15:31,2.04
18/06/2024 15:32,1.98
18/06/2024 15:33,1.95
18/06/2024 15:34,1.91
18/06/2024 15:35,1.87
18/06/2024 15:36,1.83
18/06/2024 15:37,1.8
18/06/2024 15:38,1.75
18/06/2024 15:39,1.73
18/06/2024 15:40,1.69
18/06/2024 15:41,1.67
18/06/2024 15:42,1.6
18/06/2024 15:43,1.58
18/06/2024 15:44,1.54
18/06/2024 15:45,1.47
18/06/2024 15:46,1.43
18/06/2024 15:47,1.39
18/06/2024 15:48,1.36
18/06/2024 15:49,1.31
18/06/2024 15:50,1.29
18/06/2024 15:51,1.24
18/06/2024 15:52,1.2
18/06/2024 15:53,1.18
18/06/2024 15:54,1.13
18/06/2024 15:55,1.11
18/06/2024 15:56,1.05
18/06/2024 15:57,1.03
18/06/2024 15:58,1.02
18/06/2024 15:59,0.95
18/06/2024 16:00,0.94
18/06/2024 16:01,0.9
18/06/2024 16:02,0.87
18/06/2024 16:03,0.82
18/06/2024 16:04,0.8
18/06/2024 16:05,0.76
18/06/2024 16:06,0.74
18/06/2024 16:07,0.68
18/06/2024 16:08,0.67
18/06/2024 16:09,0.62
18/06/2024 16:10,0.58
18/06/2024 16:11,0.56
18/06/2024 16:12,0.52
18/06/2024 16:13,0.52
18/06/2024 16:14,0.48
18/06/2024 16:15,0.46
18/06/2024 16:16,0.41
18/06/2024 16:17,0.4
18/06/2024 16:18,0.36
18/06/2024 16:19,0.34
18/06/2024 16:20,0.31
18/06/2024 16:21,0.29
18/06/2024 16:22,0.28
18/06/2024 16:23,0.25
18/06/2024 16:24,0.23
18/06/2024 16:25,0.21
18/06/2024 16:26,0.2
18/06/2024 16:27,0.18
18/06/2024 16:28,0.16
18/06/2024 16:29,0.15
18/06/2024 16:30,0.13
18/06/2024 16:31,0.13
18/06/2024 16:32,0.1
18/06/2024 16:33,0.1
18/06/2024 16:34,0.1
18/06/2024 16:35,0.08
18/06/2024 16:36,0.07
18/06/2024 16:37,0.06
18/06/2024 16:38,0.06
18/06/2024 16:39,0.05
18/06/2024 16:40,0.04
18/06/2024 16:41,0.04
18/06/2024 16:42,0.04
18/06/2024 16:43,0.04
18/06/2024 16:44,0.03
18/06/2024 16:45,0.03
18/06/2024 16:46,0.02
18/06/2024 16:47,0.02
18/06/2024 16:48,0.01
18/06/2024 16:49,0.02
18/06/2024 16:50,0.01
18/06/2024 16:51,0.01
18/06/2024 16:52,0.01
18/06/2024 16:53,0.01
18/06/2024 16:54,0
18/06/2024 16:55,0.01
18/06/2024 16:56,0.01
18/06/2024 16:57,0
18/06/2024 16:58,0
18/06/2024 16:59,0
18/06/2024 17:00,0
18/06/2024 17:01,0
18/06/2024 17:02,0
18/06/2024 17:03,0
18/06/2024 17:04,0
18/06/2024 17:05,0
18/06/2024 17:06,0
18/06/2024 17:07,0
18/06/2024 17:08,0
18/06/2024 17:09,0
18/06/2024 17:10,0
18/06/2024 17:11,0
18/06/2024 17:12,0
18/06/2024 17:13,0
18/06/2024 17:14,0
18/06/2024 17:15,0
18/06/2024 17:16,0
18/06/2024 17:17,0
18/06/2024 17:18,0
18/06/2024 17:19,0
18/06/2024 17:20,0
18/06/2024 17:21,0
18/06/2024 17:22,0
18/06/2024 17:23,0
18/06/2024 17:24,0
18/06/2024 17:25,0
18/06/2024 17:26,0
18/06/2024 17:27,0
18/06/2024 17:28,0
18/06/2024 17:29,0
18/06/2024 17:30,0
18/06/2024 17:31,0
18/06/2024 17:32,0
18/06/2024 17:33,0
18/06/2024 17:34,0
18/06/2024 17:35,0
18/06/2024 17:36,0
18/06/2024 17:37,0
18/06/2024 17:38,0
18/06/2024 17:39,0
18/06/2024 17:40,0
18/06/2024 17:41,0
18/06/2024 17:42,0
18/06/2024 17:43,0
18/06/2024 17:44,0
18/06/2024 17:45,0
18/06/2024 17:46,0
18/06/2024 17:47,0
18/06/2024 17:48,0
18/06/2024 17:49,0
18/06/2024 17:50,0
18/06/2024 17:51,0
18/06/2024 17:52,0
18/06/2024 17:53,0
18/06/2024 17:54,0
18/06/2024 17:55,0
18/06/2024 17:56,0
18/06/2024 17:57,0
18/06/2024 17:58,0
18/06/2024 17:59,0
